目標金額,サポーター,タイトル,リターン１,サポーター数,残り,リターン２,サポーター数,残り,リターン３,サポーター数,残り
"目標金額 500,000",東京,【完全会員制・住所非公開】使い勝手抜群の“大人の遊び場”がついに一般会員を募集,【超早割】★会員権＋和食・鶏しゃぶ・水炊きコース2食分＋カラオケ個室4時間分,"","",【早割】★会員権＋和食・鶏しゃぶ・水炊きコース2食分＋カラオケ個室4時間分,"","",★会員権＋和食・鶏しゃぶ・水炊きコース2食分＋カラオケ個室4時間分
